athlete_id,sport,age,gender,training_years,vo2_max,hrv,lactate_threshold,stride_length,cadence,force_application,performance_score,adaptability_score,skiing_potential
A1608,cycling,25,M,8,55.6,98.9,88.6,1.33,170,309.8,7.18,9.6,73.6
A1609,running,28,M,9,68.7,78.6,88.5,1.22,162,323.9,8.59,9.01,86.5
A1610,running,29,F,2,60.9,97.1,74.0,0.95,160,254.9,8.47,8.82,81.9
A1611,cycling,29,F,11,67.6,60.4,75.3,1.32,157,365.4,7.02,8.95,61.9
A1612,cycling,24,M,7,64.2,69.9,84.0,1.09,195,232.9,8.45,7.47,96.8
A1613,rowing,30,M,1,73.8,64.2,89.0,1.16,195,200.2,8.56,5.21,67.1
A1614,cycling,25,F,1,64.9,90.8,84.2,1.43,197,390.5,8.82,5.99,78.1
A1615,running,26,M,4,50.4,72.8,78.9,1.12,163,278.3,9.91,8.21,97.9
A1616,cycling,24,M,10,58.8,93.6,73.4,1.24,182,391.5,9.95,6.98,69.9
A1617,rowing,32,F,7,53.6,93.3,79.2,1.47,151,255.6,8.58,8.03,60.9
A1618,rowing,19,F,2,73.1,86.7,82.1,1.12,150,212.7,9.54,7.76,79.6
A1619,rowing,29,F,11,52.6,86.6,76.6,1.19,160,354.5,7.26,7.19,69.0
A1620,rowing,18,M,2,59.7,88.0,80.2,1.21,155,367.2,8.59,6.17,83.3
A1621,rowing,25,F,1,55.7,87.0,72.6,0.97,181,298.4,9.04,8.59,92.7
A1622,cycling,22,M,10,71.2,75.5,79.0,1.32,164,214.8,8.69,9.55,80.4
A1623,cycling,32,F,2,57.7,87.3,71.8,1.31,161,330.8,7.69,8.85,85.8
A1624,cycling,18,F,13,74.8,95.9,71.0,0.95,186,236.4,7.19,5.6,86.6
A1625,cycling,18,M,15,51.0,73.3,87.1,0.81,178,369.9,8.16,7.69,92.8
A1626,rowing,27,M,7,53.2,97.8,74.1,1.5,193,254.8,8.94,9.18,87.5
A1627,running,27,F,9,55.6,60.5,81.5,1.21,171,369.5,9.98,7.95,99.0
A1628,cycling,32,F,6,70.3,74.0,73.0,0.93,195,285.4,7.71,7.2,78.2
A1629,running,34,M,10,72.0,65.3,75.3,1.0,163,319.3,9.75,6.42,62.0
A1630,cycling,23,F,2,51.8,65.1,77.2,1.23,168,357.9,7.2,6.65,75.8
A1631,cycling,20,M,12,50.8,92.6,72.9,0.9,154,208.1,9.79,6.21,93.6
A1632,running,30,M,15,68.6,96.7,70.9,0.83,184,364.2,9.5,5.98,65.3
A1633,rowing,33,F,10,53.3,91.1,87.5,1.36,174,227.7,7.06,7.94,89.4
A1634,cycling,25,M,15,53.3,99.1,70.2,1.3,199,271.7,7.89,7.55,81.4
A1635,cycling,32,M,10,50.6,68.7,71.2,1.02,187,294.6,7.15,8.67,96.0
A1636,cycling,34,M,13,51.2,65.6,86.1,0.84,158,379.1,9.99,6.54,89.2
A1637,running,34,F,9,56.6,80.8,75.6,1.14,156,204.5,8.28,7.3,86.4
A1638,rowing,30,M,7,51.6,93.2,84.5,0.99,167,311.8,8.99,8.4,95.5
A1639,running,34,F,11,59.2,61.6,72.9,1.08,151,328.5,7.7,9.82,96.3
A1640,running,23,F,1,70.8,99.8,74.7,0.99,159,263.3,9.8,6.74,75.4
A1641,rowing,34,F,12,58.2,84.1,81.5,0.92,193,258.1,7.82,6.49,97.1
A1642,running,33,M,9,68.2,99.2,89.8,1.07,151,298.1,7.78,7.25,62.2
A1643,rowing,31,M,2,52.3,74.6,71.5,1.48,194,237.4,7.94,8.62,90.5
A1644,cycling,30,F,4,66.5,78.3,78.0,0.99,157,293.6,8.39,9.81,73.5
A1645,rowing,23,F,9,57.9,90.1,70.9,1.04,156,353.0,7.06,7.68,79.5
A1646,cycling,20,M,4,68.7,91.7,74.0,1.03,184,369.1,8.79,9.06,93.4
A1647,running,31,F,3,53.4,69.3,88.1,1.14,172,277.0,7.09,7.32,85.5
A1648,running,31,F,1,72.4,97.2,71.9,1.39,157,323.5,8.62,5.2,78.3
A1649,cycling,32,M,7,56.1,94.7,87.1,1.08,170,200.0,8.37,9.47,66.6
A1650,running,25,F,15,58.8,60.7,73.6,1.36,182,310.1,7.73,6.45,97.6
A1651,rowing,32,M,6,73.8,65.1,87.2,0.88,196,395.0,7.99,5.69,73.3
A1652,cycling,30,M,10,64.5,79.8,80.8,1.43,150,262.5,9.12,9.98,64.0
A1653,running,34,F,4,59.1,78.4,87.6,0.93,161,319.0,7.03,6.74,82.6
A1654,cycling,20,M,6,73.7,88.3,73.0,0.83,160,352.5,7.95,5.68,76.3
A1655,rowing,23,M,6,58.2,63.6,85.2,0.91,197,321.8,9.04,6.56,83.6
A1656,rowing,22,M,13,52.4,85.8,83.6,0.93,179,283.7,7.46,7.57,69.3
A1657,running,34,F,4,74.9,84.7,80.9,1.16,153,230.5,8.68,5.44,75.1
A1658,rowing,19,F,14,56.7,69.3,86.2,1.11,183,292.7,7.51,6.76,98.9
A1659,cycling,32,F,13,71.3,81.7,83.0,1.3,172,259.0,7.46,8.34,97.5
A1660,rowing,22,M,6,54.1,68.9,87.5,0.84,181,339.2,9.32,9.58,94.6
A1661,cycling,23,M,10,68.3,65.9,77.6,1.15,152,288.4,7.8,6.99,91.2
A1662,cycling,23,F,11,63.1,82.9,81.8,1.03,177,370.0,8.13,7.82,66.3
A1663,rowing,35,F,8,74.5,99.1,87.4,1.24,153,238.7,9.19,8.18,78.7
A1664,running,35,M,13,63.8,69.5,74.3,0.83,199,283.5,7.54,5.35,89.1
A1665,rowing,21,F,3,50.6,74.2,79.7,0.82,161,311.5,8.6,6.71,70.5
A1666,cycling,34,F,4,65.1,70.3,89.2,1.1,173,225.2,9.75,8.42,61.3
A1667,cycling,31,F,10,53.6,70.7,79.5,1.37,182,317.6,8.66,8.68,76.7
A1668,rowing,31,F,13,70.0,76.2,75.1,1.27,152,258.2,7.15,6.78,77.0
A1669,running,30,F,12,71.4,88.1,77.0,0.81,153,245.9,8.77,5.03,62.6
A1670,running,24,M,14,62.1,61.6,87.7,0.92,179,228.4,7.27,5.03,72.8
A1671,cycling,29,F,15,69.6,98.3,89.1,0.96,155,270.0,7.85,7.69,96.7
A1672,cycling,32,F,1,53.6,61.9,89.0,1.1,198,385.8,9.55,7.76,70.0
A1673,running,28,M,4,62.3,95.3,84.0,1.21,179,206.2,7.03,7.78,82.8
A1674,rowing,32,M,11,59.8,95.8,80.2,0.95,157,370.4,7.23,8.61,79.5
A1675,cycling,29,M,10,65.3,81.0,73.7,1.07,167,279.5,8.09,9.61,94.5
A1676,cycling,20,M,10,51.1,65.5,72.5,1.21,165,312.3,10.0,9.95,86.1
A1677,running,34,F,12,68.8,82.6,71.2,1.07,155,302.6,7.88,8.51,66.3
A1678,rowing,20,F,14,52.0,85.1,70.4,0.9,173,385.1,7.47,7.57,65.7
A1679,running,21,F,9,66.4,94.3,87.6,1.14,200,354.0,8.65,5.7,82.3
A1680,rowing,20,F,8,50.5,82.0,86.2,1.03,177,397.0,8.56,6.92,61.9
A1681,rowing,33,M,11,70.8,76.4,81.4,1.4,181,358.9,8.35,7.86,75.7
A1682,rowing,29,M,4,54.4,93.5,90.0,1.34,174,259.2,9.84,10.0,76.0
A1683,cycling,25,F,12,62.9,99.2,89.1,0.93,177,392.6,7.84,5.63,67.9
A1684,running,34,F,7,56.5,85.8,83.1,0.91,170,396.7,7.88,8.97,72.0
A1685,running,24,F,10,68.1,95.0,79.3,1.04,157,224.6,7.42,9.99,73.2
A1686,rowing,28,F,3,58.0,83.9,73.0,1.09,185,380.2,9.09,9.03,60.5
A1687,cycling,35,M,9,68.1,87.6,80.3,1.45,158,332.8,7.96,8.84,92.2
A1688,cycling,18,F,10,57.1,87.5,73.2,1.01,189,384.4,9.41,6.29,98.3
A1689,running,20,M,4,68.8,88.2,78.0,1.41,170,383.1,9.92,5.02,71.6
A1690,cycling,21,M,2,50.8,72.8,88.9,1.15,200,378.3,7.13,6.13,64.5
A1691,cycling,30,M,10,57.1,83.0,76.8,1.42,150,377.1,9.98,8.95,98.1
A1692,rowing,23,M,5,62.5,83.8,73.1,1.29,153,223.5,7.76,5.54,89.6
A1693,cycling,31,F,2,51.1,72.6,81.6,1.3,159,228.7,8.26,6.48,95.6
A1694,rowing,22,F,14,54.7,74.0,82.0,1.16,175,223.6,9.33,7.81,74.4
A1695,running,33,F,10,73.4,90.5,73.9,1.39,189,218.2,9.0,7.9,79.4
A1696,cycling,32,F,6,74.4,83.3,73.9,0.98,152,270.7,9.34,7.71,97.2
A1697,running,32,M,11,68.5,66.0,89.8,1.44,193,336.8,8.4,9.9,78.4
A1698,running,21,M,10,56.3,93.5,74.9,1.25,158,270.9,9.75,5.06,86.9
A1699,cycling,25,M,1,56.5,95.3,86.8,1.11,181,344.1,9.37,7.44,88.2
A1700,cycling,33,F,14,66.1,78.6,79.4,1.49,152,364.1,7.93,7.52,93.5
A1701,running,33,M,6,52.9,68.4,78.7,1.4,153,333.2,9.85,6.47,99.0
A1702,cycling,21,M,4,73.7,97.9,75.9,1.34,155,293.0,9.88,7.63,73.4
A1703,rowing,30,M,3,55.6,95.3,85.5,0.99,158,259.1,8.25,8.37,69.9
A1704,rowing,30,M,2,75.0,69.8,87.6,1.48,175,224.9,8.96,8.36,63.1
A1705,cycling,19,F,7,62.4,63.8,75.2,1.32,151,298.7,9.44,5.44,94.3
A1706,running,20,M,9,69.3,77.6,71.9,1.22,151,343.9,9.45,9.01,71.7
A1707,cycling,25,M,12,50.1,87.1,72.7,1.45,199,309.6,7.04,9.65,62.0
A1708,cycling,32,F,3,72.2,67.0,85.9,0.91,170,344.3,8.89,5.62,94.6
A1709,running,28,F,6,56.8,80.5,78.7,0.9,171,267.0,9.92,7.08,80.4
A1710,running,26,F,9,66.7,77.0,72.6,1.19,152,213.4,7.69,7.56,93.5
A1711,rowing,24,M,2,70.2,95.6,76.8,0.84,184,354.2,9.39,5.67,82.2
A1712,running,30,M,7,54.1,77.2,80.3,1.26,199,243.9,8.6,7.52,72.5
A1713,rowing,19,M,5,61.1,81.4,87.0,0.97,187,323.3,7.66,6.03,65.2
A1714,running,25,M,5,62.3,98.2,82.8,0.88,182,360.9,7.15,9.68,77.5
A1715,cycling,24,F,11,57.8,72.0,73.5,1.09,164,227.8,9.28,7.24,61.1
A1716,rowing,29,M,7,62.0,71.6,73.2,1.13,160,319.7,7.95,9.97,84.1
A1717,rowing,24,M,9,57.9,92.0,78.2,0.92,159,337.9,8.13,5.23,77.1
A1718,rowing,27,F,4,59.0,71.1,71.5,0.83,185,349.3,8.46,5.64,65.7
A1719,cycling,33,F,9,66.7,93.3,85.1,1.09,163,229.5,8.52,7.22,81.2
A1720,cycling,20,F,15,65.8,63.8,78.0,1.33,151,365.0,7.62,9.37,92.0
A1721,cycling,27,M,14,55.8,64.5,76.9,1.41,194,218.8,9.01,7.78,99.0
A1722,cycling,23,M,13,72.4,96.1,80.2,0.87,197,303.9,9.08,8.66,81.1
A1723,cycling,35,M,11,71.6,81.6,84.2,1.17,193,288.7,7.43,7.12,65.2
A1724,rowing,35,M,10,62.7,88.8,81.4,0.98,186,244.4,8.6,5.2,92.4
A1725,cycling,22,M,9,60.8,69.0,86.0,1.06,200,260.4,8.83,8.24,87.8
A1726,rowing,24,F,13,59.4,66.7,82.6,1.45,178,232.9,7.56,8.17,98.2
A1727,cycling,19,F,4,67.7,93.4,85.8,1.05,184,285.1,9.68,5.36,81.4
A1728,running,28,M,3,66.8,74.3,83.9,1.06,169,207.1,8.45,5.85,74.3
A1729,rowing,30,M,2,54.9,78.2,73.9,0.95,170,377.8,7.35,7.38,98.5
A1730,running,22,M,9,66.8,61.1,71.0,1.47,183,232.7,8.0,7.23,81.5
A1731,rowing,23,M,12,56.3,75.4,88.1,1.12,198,377.2,8.43,8.76,60.6
A1732,running,31,M,2,50.5,90.8,88.9,1.2,192,372.7,7.03,6.94,78.9
A1733,cycling,29,F,6,67.5,92.9,84.5,1.12,182,290.3,7.1,8.32,60.1
A1734,cycling,21,F,5,66.1,88.0,84.5,0.98,168,299.5,7.17,8.52,89.5
A1735,cycling,23,F,14,60.3,87.7,75.4,1.37,157,260.4,8.61,8.23,82.6
A1736,rowing,27,M,5,63.1,80.2,80.8,0.82,180,399.4,8.01,7.98,64.4
A1737,running,35,M,4,73.7,81.5,89.8,1.28,160,334.2,9.68,9.03,92.5
A1738,cycling,32,F,6,64.9,89.7,87.1,1.22,157,390.4,8.68,8.29,81.5
A1739,running,25,F,5,66.4,69.9,76.1,0.9,174,283.0,9.28,9.17,64.6
A1740,running,26,M,11,51.6,69.3,76.0,0.92,198,376.6,9.06,8.18,66.4
A1741,cycling,22,F,4,54.1,98.0,79.7,1.26,169,289.6,8.56,5.79,92.9
A1742,cycling,27,F,13,57.5,61.1,78.1,1.02,187,373.4,9.23,6.55,74.2
A1743,running,23,M,9,63.5,65.6,77.4,0.99,156,226.2,8.63,6.65,92.8
A1744,cycling,33,F,13,69.4,82.8,82.5,0.84,162,327.4,8.16,5.47,62.8
A1745,cycling,20,F,6,58.0,89.5,70.2,1.34,188,335.7,8.31,8.46,69.8
A1746,cycling,27,F,11,58.9,81.5,85.3,1.42,192,331.2,9.52,7.98,90.6
A1747,rowing,28,M,10,56.4,74.2,84.8,1.37,159,289.4,8.69,7.95,85.7
A1748,running,28,F,10,56.4,99.1,86.6,1.13,157,336.8,8.13,7.39,72.3
A1749,running,34,F,13,73.7,88.2,86.8,1.17,191,247.9,7.54,7.72,97.4
A1750,rowing,21,F,10,65.9,93.3,81.3,0.97,192,319.2,8.49,5.04,68.4
A1751,running,21,M,13,53.9,61.6,85.6,0.92,169,310.8,7.76,5.48,94.0
A1752,cycling,34,M,3,68.1,69.4,79.8,1.38,166,263.7,9.87,8.42,87.8
A1753,running,26,F,10,68.1,75.0,89.0,1.36,160,355.8,8.47,6.31,64.8
A1754,cycling,22,M,6,66.7,67.3,73.8,1.34,165,216.2,7.03,5.54,82.2
A1755,rowing,23,F,14,53.4,62.9,88.3,1.12,186,234.3,7.28,6.64,97.2
A1756,cycling,20,M,1,60.2,69.0,75.2,1.41,191,294.2,7.85,6.27,84.8
A1757,running,18,M,5,52.7,81.3,72.1,1.45,181,378.3,7.28,5.15,81.2
A1758,running,33,F,10,70.4,87.8,78.8,1.03,175,315.0,9.68,7.05,74.7
A1759,running,28,F,6,66.4,91.0,82.3,0.96,186,368.4,9.56,5.14,91.6
A1760,rowing,30,F,15,62.7,61.7,74.6,1.12,158,303.5,9.91,5.0,96.5
A1761,rowing,27,M,11,58.6,77.1,81.1,0.93,184,357.1,9.12,8.96,90.1
A1762,running,20,F,8,54.6,64.9,86.2,1.42,152,265.2,8.94,6.57,89.0
A1763,cycling,26,M,11,52.7,77.2,75.1,1.04,180,363.0,9.77,7.84,67.7
A1764,rowing,29,M,15,74.2,77.4,81.6,1.2,191,280.3,9.84,6.49,93.4
A1765,running,31,F,15,55.0,79.9,76.8,1.22,156,311.8,9.63,9.65,61.6
A1766,running,18,M,9,51.5,95.7,80.6,1.16,151,235.2,9.58,8.65,90.3
A1767,rowing,35,F,11,74.0,92.2,83.3,0.91,174,384.1,9.02,6.85,68.4
A1768,rowing,34,M,3,63.7,85.5,77.0,1.49,189,340.3,7.0,6.05,79.5
A1769,rowing,26,F,2,69.9,95.4,89.9,0.92,161,371.8,8.29,5.69,87.8
A1770,cycling,26,M,13,51.1,87.1,81.3,1.33,179,241.6,8.91,8.81,90.4
A1771,cycling,27,M,4,64.2,92.8,86.5,1.35,179,213.5,8.64,7.27,95.5
A1772,running,32,F,8,60.0,82.6,84.5,0.9,178,267.4,9.46,6.16,71.3
A1773,rowing,22,M,11,69.3,81.0,87.1,1.45,190,303.3,9.46,9.6,69.0
A1774,cycling,32,F,8,51.0,89.0,73.5,1.14,160,360.5,8.8,6.95,99.8
A1775,rowing,19,M,3,60.0,60.8,74.5,1.24,200,279.5,7.07,7.72,68.3
A1776,running,30,M,4,70.0,87.6,79.7,1.25,172,254.0,8.11,9.29,86.6
A1777,cycling,33,M,3,63.1,97.4,87.0,1.15,166,274.5,7.69,9.17,98.1
A1778,cycling,32,F,10,63.8,88.6,74.0,0.9,162,340.7,8.02,8.19,95.9
A1779,cycling,27,F,2,52.4,61.5,89.4,1.33,182,267.2,8.85,9.44,77.7
A1780,running,31,F,4,53.3,75.1,72.6,1.21,150,395.8,7.2,9.76,85.5
A1781,rowing,27,F,6,66.9,92.4,73.5,0.88,189,235.0,7.07,9.68,81.2
A1782,cycling,31,F,11,66.9,98.3,73.3,1.29,162,350.6,8.31,6.75,73.9
A1783,running,26,M,14,74.5,74.8,81.7,1.29,187,317.8,9.38,6.99,65.8
A1784,rowing,31,M,11,67.8,93.6,88.4,1.18,152,246.6,7.09,6.2,92.1
A1785,running,20,F,5,62.3,94.6,75.1,0.86,165,350.7,9.55,9.18,63.6
A1786,rowing,33,M,3,71.4,64.9,81.1,1.05,191,289.5,8.15,5.61,84.4
A1787,running,19,M,2,52.6,93.8,73.5,0.84,156,336.5,7.35,6.78,83.8
A1788,rowing,27,M,9,61.2,73.0,82.6,1.13,152,332.5,8.7,5.05,73.4
A1789,cycling,20,M,15,57.2,83.7,72.5,1.43,163,222.1,9.86,7.97,65.4
A1790,rowing,28,F,1,52.6,81.6,79.8,0.8,165,368.0,8.63,8.29,92.0
A1791,running,28,M,9,69.1,86.5,83.1,0.99,153,336.3,9.06,6.24,78.5
A1792,running,30,F,1,62.8,89.6,81.6,1.36,180,356.1,9.45,8.68,89.0
A1793,rowing,24,F,15,63.9,77.6,72.8,0.81,162,289.6,9.4,6.91,60.7
A1794,cycling,34,M,14,60.3,95.5,73.2,0.81,176,239.0,7.22,6.56,63.0
A1795,cycling,19,F,7,61.5,92.4,83.4,1.23,150,265.2,9.22,9.78,67.0
A1796,rowing,29,M,6,52.9,91.4,86.2,1.35,174,380.3,9.85,7.94,64.6
A1797,rowing,27,M,7,66.8,78.3,88.2,1.34,186,387.6,9.1,6.26,67.7
A1798,running,35,M,15,60.8,61.5,86.3,1.35,199,296.4,9.51,9.92,87.5
A1799,cycling,28,F,3,70.4,79.7,89.5,1.05,193,259.8,8.46,6.94,61.9
A1800,rowing,33,F,14,54.9,95.9,78.2,1.42,160,346.1,7.96,8.24,61.5
A1801,cycling,34,F,3,55.1,67.6,76.6,0.81,158,353.2,9.03,8.62,61.3
A1802,rowing,35,M,13,66.1,99.3,70.6,1.02,156,363.1,8.48,7.11,87.9
A1803,rowing,20,M,11,71.2,92.3,79.0,1.04,163,206.2,9.69,7.68,81.4
A1804,cycling,33,M,1,61.8,88.4,83.0,0.92,179,201.9,9.92,6.2,74.8
A1805,rowing,23,F,4,68.2,87.1,86.3,1.04,173,271.4,9.46,7.33,87.0
A1806,rowing,29,M,12,75.0,83.5,75.3,1.21,152,230.5,9.98,6.55,82.1
A1807,running,28,M,2,74.8,88.8,80.3,1.16,197,361.0,8.05,7.74,60.3
A1808,rowing,32,F,10,68.6,76.9,83.2,1.02,188,306.6,9.69,8.35,93.5
A1809,rowing,32,F,8,68.5,93.8,81.0,1.32,176,365.1,7.99,8.07,74.0
A1810,rowing,33,F,3,56.2,87.9,75.5,1.3,150,235.4,7.35,8.88,76.0
A1811,running,27,M,7,70.8,90.9,85.9,1.0,187,325.4,8.86,5.21,91.3
A1812,cycling,29,M,7,60.1,91.7,73.5,1.03,175,316.0,8.36,5.39,67.5
A1813,running,30,M,12,74.0,63.7,88.1,1.0,155,268.1,9.77,6.03,60.4
A1814,running,21,F,9,52.0,62.2,89.1,0.89,191,303.4,8.48,9.93,96.4
A1815,cycling,24,F,6,60.9,92.0,77.3,1.33,161,317.8,9.78,9.0,80.2
A1816,running,19,F,1,63.9,70.4,77.5,0.83,200,377.9,7.24,9.62,74.0
A1817,cycling,32,F,8,60.1,83.3,84.9,0.91,187,211.1,9.49,6.36,92.8
A1818,running,25,M,1,55.3,77.7,79.1,0.87,195,364.7,9.28,7.87,61.1
A1819,cycling,24,M,3,64.8,60.9,70.6,1.38,184,396.0,9.16,7.77,68.1
A1820,rowing,32,M,11,68.9,61.6,88.4,0.83,159,346.4,8.07,7.85,66.2
A1821,running,31,M,5,66.1,93.1,78.6,1.27,158,347.5,9.35,8.59,89.5
A1822,running,25,M,8,55.9,84.3,74.1,0.83,172,243.6,8.45,6.97,72.5
A1823,running,29,M,9,68.3,81.0,81.1,1.35,179,304.6,9.15,8.39,90.9
A1824,running,30,M,15,56.4,97.8,74.4,1.44,200,341.2,8.66,8.94,61.7
A1825,rowing,28,M,7,54.4,66.9,74.1,1.14,171,320.5,7.47,6.45,84.3
A1826,running,34,F,9,67.3,70.3,80.9,1.36,196,277.0,7.19,9.73,72.7
A1827,rowing,34,F,11,71.1,90.3,77.8,1.29,158,388.0,8.1,7.59,67.5
A1828,rowing,21,M,3,62.0,91.0,81.5,1.36,168,302.8,9.8,8.66,92.7
A1829,rowing,25,F,13,63.3,76.2,89.9,1.34,157,394.0,8.59,8.64,76.5
A1830,rowing,22,M,5,57.6,98.0,87.2,0.94,153,312.8,9.41,7.83,82.9
A1831,cycling,33,M,10,62.4,97.5,70.2,1.15,154,358.7,8.73,6.61,61.3
A1832,cycling,21,F,8,53.3,60.5,71.0,1.47,168,348.4,9.87,8.33,91.7
A1833,running,32,M,12,73.9,66.9,82.2,1.04,195,332.2,8.11,5.44,71.5
A1834,cycling,29,M,1,70.0,92.8,82.5,1.48,167,202.9,7.17,9.91,87.7
A1835,cycling,22,M,8,66.7,73.4,87.6,1.21,178,215.5,9.34,5.92,90.4
A1836,running,33,M,7,63.5,63.8,82.6,1.12,168,316.3,9.12,6.38,64.7
A1837,running,31,M,1,69.8,91.4,74.6,1.26,155,382.4,8.58,9.77,71.8
A1838,running,27,M,13,62.4,78.2,79.4,1.37,154,320.2,7.98,5.93,88.9
A1839,cycling,24,M,13,57.5,79.7,86.2,1.08,192,247.2,7.56,5.85,69.3
A1840,cycling,30,F,10,54.0,67.5,88.5,0.82,154,264.0,8.45,9.02,93.9
A1841,running,22,F,12,66.2,86.4,74.7,1.3,157,324.6,9.0,6.26,72.5
A1842,rowing,20,M,10,73.2,82.0,80.8,1.47,176,319.4,8.74,5.47,76.1
A1843,running,32,F,15,53.8,68.3,73.2,1.24,186,391.1,8.31,6.13,64.0
A1844,rowing,21,M,12,54.5,73.6,79.9,0.93,192,305.8,8.62,9.44,65.9
A1845,rowing,32,M,6,60.8,83.9,71.8,0.97,194,271.0,7.32,6.4,71.0
A1846,running,31,M,1,70.2,97.0,88.8,1.44,187,305.0,9.09,8.48,62.0
A1847,running,30,M,2,57.3,96.8,82.8,0.81,186,357.2,9.2,6.98,67.7
A1848,running,27,F,5,56.3,71.5,87.1,1.18,167,308.1,7.03,6.31,76.4
A1849,cycling,22,F,2,65.5,89.4,90.0,0.91,175,265.2,7.81,5.72,75.2
A1850,rowing,23,F,14,63.4,91.0,73.7,1.0,191,267.7,7.28,9.86,67.9
A1851,cycling,21,F,10,51.5,92.4,83.9,1.01,165,351.4,9.99,7.61,63.2
A1852,cycling,19,M,1,52.0,82.8,87.7,0.95,171,213.3,8.78,5.57,72.7
A1853,running,33,F,6,66.1,60.4,81.5,1.35,195,255.0,8.4,5.99,89.8
A1854,cycling,35,M,8,61.6,90.5,82.8,1.03,172,230.6,8.39,7.04,80.4
A1855,running,22,M,8,74.3,64.3,78.2,1.04,196,388.9,9.89,7.72,97.9
A1856,rowing,21,F,13,67.0,64.7,83.5,1.12,152,218.0,8.98,5.91,65.6
A1857,running,30,M,13,50.3,84.2,77.9,1.43,152,351.6,7.51,6.39,68.3
A1858,cycling,19,F,8,62.0,99.3,79.5,1.28,161,326.1,8.34,8.92,71.2
A1859,cycling,30,F,11,60.4,69.7,72.1,0.84,172,326.6,9.32,7.09,60.5
A1860,running,28,F,6,52.7,85.8,70.2,0.83,196,352.7,8.27,5.01,97.7
A1861,running,21,F,11,73.1,72.1,71.1,1.2,160,280.1,7.93,5.27,77.8
A1862,cycling,32,F,3,70.1,95.9,73.9,1.42,191,280.1,9.97,7.2,79.3
A1863,rowing,21,M,1,55.8,83.7,79.1,1.03,196,257.7,9.81,5.3,66.3
A1864,rowing,26,F,2,56.4,68.3,70.4,0.97,199,319.6,9.82,5.87,94.9
A1865,running,24,F,5,50.8,70.5,73.1,1.32,195,386.0,7.4,8.64,87.7
A1866,rowing,23,M,13,57.4,77.3,85.6,1.22,178,384.8,7.7,7.4,77.3
A1867,cycling,23,F,10,64.6,64.9,85.2,1.2,155,340.6,8.33,7.41,95.1
A1868,running,32,F,5,60.5,63.1,85.8,0.9,195,381.2,9.5,7.99,96.2
A1869,cycling,32,M,10,74.2,87.2,88.4,0.92,165,392.7,9.21,8.94,62.0
A1870,cycling,26,M,14,51.4,76.3,72.4,1.0,183,359.0,9.55,5.79,64.8
A1871,rowing,21,F,1,64.8,89.0,73.3,0.94,200,281.6,9.76,5.87,61.1
A1872,running,35,M,1,71.5,64.4,76.7,1.48,186,296.6,9.34,5.61,83.3
A1873,running,35,F,15,62.0,84.4,88.3,0.81,160,386.3,7.79,9.68,68.7
A1874,rowing,22,M,9,50.1,77.7,85.5,1.24,160,334.0,7.86,7.89,93.8
A1875,cycling,28,F,2,56.1,62.3,76.5,1.16,174,364.1,8.06,5.46,78.6
A1876,cycling,22,F,7,58.1,81.8,71.8,1.03,168,223.2,7.91,6.1,93.5
A1877,cycling,21,F,10,74.1,63.3,82.3,1.42,181,238.8,7.75,8.63,82.2
A1878,cycling,29,M,4,72.8,93.1,75.1,1.27,199,268.8,9.26,5.14,91.8
A1879,running,19,F,7,73.7,85.3,80.6,1.5,157,237.6,7.1,8.63,74.9
A1880,running,30,M,8,70.6,82.3,88.8,0.92,161,381.3,9.19,9.56,97.8
A1881,rowing,27,F,5,58.8,65.3,81.5,0.86,190,243.4,9.47,5.28,86.7
A1882,rowing,26,F,13,72.6,71.5,88.5,0.9,184,311.4,7.2,5.93,83.8
A1883,running,27,F,12,74.5,79.7,77.9,0.99,155,217.1,7.19,5.01,74.1
A1884,running,24,F,12,58.8,85.3,82.7,1.09,170,231.0,7.86,5.55,97.5
A1885,cycling,21,F,1,56.5,67.3,87.9,1.4,175,249.5,7.62,8.08,73.5
A1886,cycling,27,M,4,63.7,60.4,81.8,1.0,150,396.6,8.74,5.22,93.4
A1887,rowing,20,M,10,54.7,73.8,82.3,1.44,166,359.4,9.03,7.13,76.2
A1888,running,19,M,3,50.8,79.3,84.3,1.12,184,334.7,8.9,7.52,90.7
A1889,rowing,27,F,10,73.6,67.4,87.6,1.25,176,383.3,8.07,9.53,96.5
A1890,running,19,F,15,73.1,79.7,71.8,0.99,199,391.2,8.5,7.37,78.6
A1891,cycling,19,M,12,54.1,73.5,76.7,0.91,199,290.7,8.92,5.71,81.0
A1892,rowing,34,F,5,60.2,78.2,78.0,1.41,151,265.5,7.36,6.45,73.2
A1893,rowing,33,F,10,70.8,73.9,88.2,0.88,185,263.1,7.69,8.36,62.2
A1894,running,33,F,13,66.5,85.1,89.1,1.34,150,207.1,9.67,5.56,86.1
A1895,cycling,31,M,10,59.9,61.7,72.4,1.21,159,255.9,8.03,6.16,64.8
A1896,rowing,24,M,13,68.6,66.8,72.4,1.4,180,271.0,9.4,9.98,74.2
A1897,cycling,28,M,6,72.4,77.3,88.7,1.3,186,207.4,7.75,5.03,74.0
A1898,rowing,18,M,2,73.2,74.3,75.9,1.0,154,376.5,7.12,5.76,66.0
A1899,cycling,28,M,7,59.5,75.7,74.8,1.2,190,369.6,8.5,9.22,86.7
A1900,running,21,F,13,54.3,92.2,70.7,0.81,195,250.3,9.68,5.51,67.0
A1901,rowing,24,F,3,72.8,95.5,75.5,1.13,162,360.5,9.46,5.17,91.1
